Total_Population,Total_White,Total_Hispanic,Total_Black,Total_Asian,Total_Native,Total_HIPI,pct_White,pct_Hispanic,pct_Black,pct_Asian,pct_Native,pct_HIPI
1215955,865240,220703,21079,47098,7018,18043,71.15723854912393,18.150589454379478,1.7335345469199106,3.8733341283188936,0.5771595165939528,1.4838542544748776
